"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"32300374220087297","","","","","2011-02-01 04:53:03 +0000","<a href=""http://taptaptap.com/camera+"" rel=""nofollow"">Camera+</a>","Late night snack, all the way from Costa Rica! (No, this lactose intolerant Asian is not the one with a glass of milk) http://campl.us/wOx"
"32261337677570048","","","","","2011-02-01 02:17:56 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","RT @disgrasian: #questionsidontlike ""What's your nationality?"" #youmeanethnicitydumbass"
"31850475762487296","","","","","2011-01-30 23:05:19 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>",".@janeforshort Random thought: has the number of female WordPress developers grown/been growing at all?"
"31507003947876353","31095984998055936","9778322","","","2011-01-30 00:20:29 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@nathanrice Molengo's capital M is different but it looks good. Cantarell is closer but the letter spacing is pretty ugly."
"31504477987012608","","14877236","","","2011-01-30 00:10:27 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@millerryan Maybe this can go along with @jmbeyette's smelling salt rack: http://some.ly/fc8xYN"
"30804731752353794","","15864599","","","2011-01-28 01:49:55 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@boone http://some.ly/ehssR8"
"30726055027277824","","","","","2011-01-27 20:37:17 +0000","<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","I favorited a YouTube video -- Superb Lyrebird imitating construction work - Adelaide Zoo http://youtu.be/WeQjkQpeJwY?a"
"30715964299411456","","","","","2011-01-27 19:57:11 +0000","<a href=""http://blog.helenyhou.com"" rel=""nofollow"">Helen Blog</a>","New blog post: Really Simple Gallery Widget http://bit.ly/esiSdT"
"30704377530425344","","","","","2011-01-27 19:11:08 +0000","<a href=""http://www.helenhousandi.com/wordpress"" rel=""nofollow"">Helen and WordPress</a>","and #WordPress: Really Simple Gallery Widget http://bit.ly/esiSdT"
"30326683068276736","","","","","2011-01-26 18:10:19 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","Hell. Yes. http://www.oakley.com/asian-fit"
"30104225228787712","","","","","2011-01-26 03:26:21 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","RT @chriscoyier: &lt;a href=""/edit/xxx"" title=""I think the button is kinda self explanatory""&gt;Edit&lt;/a&gt;"
"29990487934902272","29989688865460225","16213079","","","2011-01-25 19:54:24 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@nacin Yep, editor on that site. I'll go a-commenting."
"29989011892211713","","16213079","","","2011-01-25 19:48:32 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@nacin Since when does a user with only one site in multisite go to a global dashboard instead of the one for their site? (in 3.1RC3)"
"29598390476083200","","","","","2011-01-24 17:56:20 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","Everything is better when you're listening to a Cee Lo album. #fb"
"28192432474562561","","","","","2011-01-20 20:49:34 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","Without prompting, I guessed my dad's FB password to undo his accidental liking of ""Legalize Marijuana"". #thingsineverthoughtidhavetodo"
"27879820079669248","","","","","2011-01-20 00:07:21 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","RT @disgrasian: AWESOME. Chinese farmer catches ping pong balls with chopsticks http://bit.ly/hJiYUo"
"27788961464197120","","804774","","","2011-01-19 18:06:19 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@janeforshort What constitutes a good designer in your book?"
"27772660268146688","","","","","2011-01-19 17:01:32 +0000","<a href=""http://blog.helenyhou.com"" rel=""nofollow"">Helen Blog</a>","New blog post: My new favorite thing (for printing) http://bit.ly/hnFsx3"
"27411391639977984","","","","","2011-01-18 17:05:59 +0000","<a href=""http://blog.helenyhou.com"" rel=""nofollow"">Helen Blog</a>","New blog post: Hide Admin Bar Search is now in the WordPress Plugin Directory http://bit.ly/elZJmm"
"27400423837016064","","","","","2011-01-18 16:22:24 +0000","<a href=""http://www.helenhousandi.com/wordpress"" rel=""nofollow"">Helen and WordPress</a>","and #WordPress: Hide Admin Bar Search is now in the WordPress Plugin Directory http://bit.ly/elZJmm"
"27194597008474112","27193700027207680","16275936","","","2011-01-18 02:44:31 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@rachbarnhart Thank God for Java's! Pretty freaked out, will be paying attention for more"
"27192547109507074","27191938746679296","16275936","","","2011-01-18 02:36:23 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@rachbarnhart Accidentally sent that from Eastman's account. Read from D&C there's a gunman. Pic from Broadway:  http://twitpic.com/3r1odi"
"27191755753398272","","","27189848045527040","17022537","2011-01-18 02:33:14 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @DandC: Police surround downtown apartment complex http://rocne.ws/fvq #ROC"
"27135185375993858","27132672572657664","16213079","","","2011-01-17 22:48:26 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@nacin Awesome. Didn't want to clog up Trac with comments about stuff you already know about!"
"27131840900894720","","16213079","","","2011-01-17 22:35:09 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@nacin Got a fatal error: get_list_table() undefined in link cat quick edit (using nightly) - does this have to do with #16262?"
"25929907351592963","","","","","2011-01-14 14:59:06 +0000","<a href=""http://blog.helenyhou.com"" rel=""nofollow"">Helen Blog</a>","New blog post: Hiding the search form in the 3.1 Admin Bar http://bit.ly/fTcXqw"
"25929904482680832","","","","","2011-01-14 14:59:05 +0000","<a href=""http://blog.helenyhou.com"" rel=""nofollow"">Helen Blog</a>","New blog post: Almost borked helen blog http://bit.ly/gNNuXg"
"25769044019773440","","","","","2011-01-14 04:19:53 +0000","<a href=""http://www.helenhousandi.com/wordpress"" rel=""nofollow"">Helen and WordPress</a>","and #WordPress: Almost borked helen blog http://www.helenhousandi.com/wordpress/2011/01/almost-borked-helen-blog/"
"23512976875065344","23504840235679744","81647399","","","2011-01-07 22:55:05 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@megsie_peg I just had a girl smile, write ""Hi"" in the fog on her window and wave. To Adrian. In the car with me. Oh #ROC."
"23458412259975168","","","","","2011-01-07 19:18:15 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","RT @OneFineJay: Non-techy friends. If you think I'm geekey when I tweet about WordPress and CSS, be glad I'm not into RegEx."
"22810411552219136","","","","","2011-01-06 00:23:20 +0000","<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","I favorited a YouTube video -- Karita Mattila: Salome Final Scene (Met, 2008) 2/2 http://youtu.be/CJsvPOykcXI?a"
