"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"4486834210","","","","","2009-09-30 02:09:57 +0000","web","vote for me/my recipe! don't let bacon wrapped chicken nuggets win! http://bit.ly/2odJfD"
