"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"251628372663361536","","","","","2012-09-28 10:24:13 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","Off for a relaxing technology-free (except for the Kindle) birthday weekend vacation on a warm island beach. Back Tuesday. Maybe. :)"
"251529079545806848","","","","","2012-09-28 03:49:40 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","8 out of 14 @10up dev-types on the WordPress 3.5 credits screen, and it?s only beta 1! #team10up FTW! http://t.co/pntyz86K","http://s.hyhs.me/Jn4F"
"251475311659741184","251475089659400192","21545434","","","2012-09-28 00:16:01 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@k_payne :D Sometimes it makes a difference, I guess. This one is beautiful but a little light at 12px."
"251474560657006592","","","","","2012-09-28 00:13:02 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","14px font for code editor: yes or no? Using Inconsolata-dz."
"251451675712299008","","","251451515124977664","685513","2012-09-27 22:42:05 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","RT @WordPress: WordPress 3.5 Beta 1, and a bonus: the new Twenty Twelve theme http://t.co/vaNc3wBa","http://wp.me/pZhYe-Dp"
"251443969890848768","251443552712790016","10821682","","","2012-09-27 22:11:28 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@dougal I personally prefer HTML/CSS/JS presentations, but I?ve liked seeing things on Speaker Deck."
"251443768170004481","251442988327251969","17101544","","","2012-09-27 22:10:40 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@Rarst Hmmm. I have some thoughts but I don?t want to commit to contributing something right now :\"
"251442682327605248","251442211227578368","17101544","","","2012-09-27 22:06:21 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@Rarst I do, but perhaps for a strange reason. I like seeing how people identify themselves and various groups within the community."
"251429873854341120","251429798147137536","24700353","","","2012-09-27 21:15:27 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@JohnPBloch Hopefully it?s a good thing :P"
"251429242213134337","251424797156835328","24700353","","","2012-09-27 21:12:57 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@JohnPBloch Whatcha seeing? :)"
"251420956583657473","251418845833732096","1373171","","","2012-09-27 20:40:01 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@lgedeon Believe it or not, I?ve read the whole Bible and studied many parts of it growing up :) Especially New Testament."
"251418080444551168","","","","","2012-09-27 20:28:36 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","I have hair again! And a cute husband, of course :) https://t.co/xoHoSN5Q","https://sphotos-a.xx.fbcdn.net/hphotos-ash4/480698_10151022982247202_1834531882_n.jpg"
"251394941748658176","251394819098816512","10821682","","","2012-09-27 18:56:39 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@dougal They say different parts of your tongue taste different things, right? I wonder..."
"251394742993186816","251394574172446720","10821682","","","2012-09-27 18:55:52 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@dougal Maybe there was a whole one hidden in there and you bit into it. Happens to me when my dad?s wife makes hot pot and I don?t look."
"251394074962173953","251390672236589056","10821682","","","2012-09-27 18:53:12 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@dougal I actually really love it, even though my family is Shanghainese - not typically spicy food eaters, but luckily my parents are!"
"251389708972724224","251387366621724672","10821682","","","2012-09-27 18:35:51 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@dougal Szechwan peppercorns :) We call the effect ?m? l?? - numbing spicy."
"251378697112801281","","","","","2012-09-27 17:52:06 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","Have I mentioned that I love wasting time watching dancing Jollibee videos? Seriously. Look at the eyes!! http://t.co/LJQUcn05","http://www.youtube.com/watch?v=OC2PCAhkjao"
"251352073394860032","251347703957708802","59515348","","","2012-09-27 16:06:18 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@SiobhanPMcKeown The Hunger Games definitely entertained me :) I do rather like Eugenides, will look at that."
"251350476258430977","251342592653012992","41063","","","2012-09-27 15:59:58 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@andrea_r No, but that has been on my to-buy-a-physical-copy list for a long time :D"
"251339058633121792","","","","","2012-09-27 15:14:35 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","I?m really enjoying seeing what you all suggest for lighter reading :D Some trends, some genres I?ve never really considered."
"251338666834812929","251338353260253184","17003315","","","2012-09-27 15:13:02 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@danhgilmore I also *love* classic children?s books. The Phantom Tollbooth is my number one of all time, pretty much."
"251338301284446208","251337436100190209","17003315","","","2012-09-27 15:11:35 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@danhgilmore Lately been reading some Chinese/Asian-American stuff. Always serious :D"
"251338200461750273","251337436100190209","17003315","","","2012-09-27 15:11:11 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@danhgilmore I guess my reading has been pretty narrowly focused. Non-fiction science or topical history, classic novels (esp. Utopian)."
"251337543038156802","251335301514014721","24644495","","","2012-09-27 15:08:34 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@OneFineJay I don?t think I?ve read a ?horror? story since I read about poltergeists as a kid! That sounds way more sophisticated :D"
"251337282047574017","251334857211387904","17003315","","","2012-09-27 15:07:32 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@danhgilmore I take it you read a lot of fantasy? :P"
"251337208810856450","251334456084946944","204901030","","","2012-09-27 15:07:14 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@melchoyce Oh, interesting. I?ll put it on a list of things to consider :)"
"251335931062276096","251334817457782784","739933","","","2012-09-27 15:02:10 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@sleary I shall read excerpts tomorrow at the airport and make some decisions :D"
"251333805581950976","251333230379270146","17101544","","","2012-09-27 14:53:43 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@Rarst I have *never* read a comic, ever, and have almost no idea what any of those things are besides pop culture references."
"251333656143077376","251332398057402368","739933","","","2012-09-27 14:53:07 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@sleary I have not. Worth giving a shot? There are a lot of genres/types that I don?t typically read, but I kept it open because I?m curious"
"251332736940404736","251332630467985408","19277037","","","2012-09-27 14:49:28 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@bluelimemedia I?m trying to keep it hush hush until we get back :)"
